match,bowlingTeam,bowlerName,overs,maiden,runs,wickets,economy,0s,4s,6s,wides,noBalls,match_id
Royal Challengers Bengaluru Vs Chennai Super Kings,Royal Challengers Bengaluru,Glenn Maxwell,1,0,7,0,7.00,4,0,1,0,0,1
Royal Challengers Bengaluru Vs Chennai Super Kings,Royal Challengers Bengaluru,Cameron Green,3,0,27,2,9.00,5,1,1,3,0,1
Royal Challengers Bengaluru Vs Chennai Super Kings,Royal Challengers Bengaluru,Mayank Dagar,2,0,6,0,3.00,6,0,0,0,0,1
Royal Challengers Bengaluru Vs Chennai Super Kings,Royal Challengers Bengaluru,Karn Sharma,2,0,24,1,12.00,4,0,3,0,0,1
Royal Challengers Bengaluru Vs Chennai Super Kings,Royal Challengers Bengaluru,Alzarri Joseph,3.4,0,38,0,10.36,5,1,2,4,0,1
Royal Challengers Bengaluru Vs Chennai Super Kings,Royal Challengers Bengaluru,Yash Dayal,3,0,28,1,9.33,8,3,1,0,0,1
Royal Challengers Bengaluru Vs Chennai Super Kings,Royal Challengers Bengaluru,Mohammed Siraj,4,0,38,0,9.50,9,5,1,1,0,1
Royal Challengers Bengaluru Vs Chennai Super Kings,Chennai Super Kings,Ravindra Jadeja,4,0,21,0,5.25,8,1,0,0,0,1
Royal Challengers Bengaluru Vs Chennai Super Kings,Chennai Super Kings,Mustafizur Rahman,4,0,29,4,7.25,12,3,1,2,0,1
Royal Challengers Bengaluru Vs Chennai Super Kings,Chennai Super Kings,Maheesh Theekshana,4,0,36,0,9.00,4,1,2,0,0,1
Royal Challengers Bengaluru Vs Chennai Super Kings,Chennai Super Kings,Tushar Deshpande,4,0,47,0,11.75,10,4,3,5,0,1
Royal Challengers Bengaluru Vs Chennai Super Kings,Chennai Super Kings,Deepak Chahar,4,0,37,1,9.25,10,7,0,2,0,1
Delhi Capitals Vs Punjab Kings,Delhi Capitals,Sumit Kumar,1.2,0,19,0,14.25,2,2,1,2,0,2
Delhi Capitals Vs Punjab Kings,Delhi Capitals,Kuldeep Yadav,4,0,20,2,5.00,7,1,0,0,0,2
Delhi Capitals Vs Punjab Kings,Delhi Capitals,Axar Patel,4,0,25,0,6.25,5,1,0,0,0,2
Delhi Capitals Vs Punjab Kings,Delhi Capitals,Mitchell Marsh,4,0,52,0,13.00,5,5,3,1,0,2
Delhi Capitals Vs Punjab Kings,Delhi Capitals,Ishant Sharma,2,0,16,1,8.00,8,3,0,3,0,2
Delhi Capitals Vs Punjab Kings,Delhi Capitals,Khaleel Ahmed,4,0,43,2,10.75,7,8,0,0,0,2
Delhi Capitals Vs Punjab Kings,Punjab Kings,Harshal Patel,4,0,47,2,11.75,7,6,2,0,0,2
Delhi Capitals Vs Punjab Kings,Punjab Kings,Rahul Chahar,4,0,33,1,8.25,6,3,1,0,0,2
Delhi Capitals Vs Punjab Kings,Punjab Kings,Harpreet Brar,3,0,14,1,4.66,7,1,0,0,0,2
Delhi Capitals Vs Punjab Kings,Punjab Kings,Kagiso Rabada,4,0,36,1,9.00,12,1,4,1,0,2
Delhi Capitals Vs Punjab Kings,Punjab Kings,Arshdeep Singh,4,0,28,2,7.00,15,2,2,2,0,2
Delhi Capitals Vs Punjab Kings,Punjab Kings,Sam Curran,1,0,10,0,10.00,3,2,0,1,0,2
Kolkata Knight Riders Vs Sunrisers Hyderabad,Kolkata Knight Riders,Suyash Sharma,2,0,18,0,9.00,3,1,1,0,0,3
Kolkata Knight Riders Vs Sunrisers Hyderabad,Kolkata Knight Riders,Andre Russell,2,0,25,2,12.50,4,4,1,0,0,3
Kolkata Knight Riders Vs Sunrisers Hyderabad,Kolkata Knight Riders,Sunil Narine,4,0,19,1,4.75,8,0,0,0,0,3
Kolkata Knight Riders Vs Sunrisers Hyderabad,Kolkata Knight Riders,Varun Chakravarthy,4,0,55,1,13.75,8,1,7,0,0,3
Kolkata Knight Riders Vs Sunrisers Hyderabad,Kolkata Knight Riders,Harshit Rana,4,0,33,3,8.25,12,3,2,0,0,3
Kolkata Knight Riders Vs Sunrisers Hyderabad,Kolkata Knight Riders,Mitchell Starc,4,0,53,0,13.25,8,3,4,2,0,3
Kolkata Knight Riders Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Shahbaz Ahmed,1,0,14,0,14.00,2,1,1,0,1,3
Kolkata Knight Riders Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Mayank Markande,4,0,39,2,9.75,10,1,4,0,0,3
Kolkata Knight Riders Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Pat Cummins,4,0,32,1,8.00,8,3,1,0,0,3
Kolkata Knight Riders Vs Sunrisers Hyderabad,Sunrisers Hyderabad,T Natarajan,4,0,32,3,8.00,9,3,1,3,0,3
Kolkata Knight Riders Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Marco Jansen,3,0,40,0,13.33,5,1,4,1,0,3
Kolkata Knight Riders Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Bhuvneshwar Kumar,4,0,51,0,12.75,7,4,3,2,1,3
Rajasthan Royals Vs Lucknow Super Giants,Rajasthan Royals,Sandeep Sharma,3,0,22,1,7.33,6,3,0,1,0,4
Rajasthan Royals Vs Lucknow Super Giants,Rajasthan Royals,Yuzvendra Chahal,3,0,25,1,8.33,6,0,2,1,0,4
Rajasthan Royals Vs Lucknow Super Giants,Rajasthan Royals,Avesh Khan,3,0,21,0,7.00,4,0,1,1,0,4
Rajasthan Royals Vs Lucknow Super Giants,Rajasthan Royals,Ravichandran Ashwin,4,0,35,1,8.75,4,1,1,1,0,4
Rajasthan Royals Vs Lucknow Super Giants,Rajasthan Royals,Nandre Burger,3,0,30,1,10.00,8,3,2,0,0,4
Rajasthan Royals Vs Lucknow Super Giants,Rajasthan Royals,Trent Boult,4,0,35,2,8.75,12,4,2,0,0,4
Rajasthan Royals Vs Lucknow Super Giants,Lucknow Super Giants,Ayush Badoni,1,0,6,0,6.00,1,0,0,0,0,4
Rajasthan Royals Vs Lucknow Super Giants,Lucknow Super Giants,Yash Thakur,3,0,43,0,14.33,3,1,4,1,1,4
Rajasthan Royals Vs Lucknow Super Giants,Lucknow Super Giants,Ravi Bishnoi,4,0,38,1,9.50,5,1,3,0,0,4
Rajasthan Royals Vs Lucknow Super Giants,Lucknow Super Giants,Krunal Pandya,4,0,19,0,4.75,6,0,0,0,0,4
Rajasthan Royals Vs Lucknow Super Giants,Lucknow Super Giants,Naveen-ul-Haq,4,0,41,2,10.25,8,4,1,4,0,4
Rajasthan Royals Vs Lucknow Super Giants,Lucknow Super Giants,Mohsin Khan,4,0,45,1,11.25,8,4,3,1,0,4
Gujarat Titans Vs Mumbai Indians,Gujarat Titans,Mohit Sharma,4,0,32,2,8.00,7,3,0,1,0,5
Gujarat Titans Vs Mumbai Indians,Gujarat Titans,Spencer Johnson,2,0,25,2,12.50,3,2,2,0,0,5
Gujarat Titans Vs Mumbai Indians,Gujarat Titans,Sai Kishore,4,0,24,1,6.00,9,1,1,0,0,5
Gujarat Titans Vs Mumbai Indians,Gujarat Titans,Rashid Khan,4,0,23,0,5.75,11,1,1,0,0,5
Gujarat Titans Vs Mumbai Indians,Gujarat Titans,Umesh Yadav,3,0,31,2,10.33,9,4,2,0,0,5
Gujarat Titans Vs Mumbai Indians,Gujarat Titans,Azmatullah Omarzai,3,0,27,2,9.00,10,4,1,2,0,5
Gujarat Titans Vs Mumbai Indians,Mumbai Indians,Gerald Coetzee,4,0,27,2,6.75,7,2,0,0,0,5
Gujarat Titans Vs Mumbai Indians,Mumbai Indians,Naman Dhir,1,0,13,0,13.00,0,2,0,0,0,5
Gujarat Titans Vs Mumbai Indians,Mumbai Indians,Piyush Chawla,3,0,31,1,10.33,4,0,2,1,0,5
Gujarat Titans Vs Mumbai Indians,Mumbai Indians,Shams Mulani,3,0,24,0,8.00,6,1,1,1,0,5
Gujarat Titans Vs Mumbai Indians,Mumbai Indians,Jasprit Bumrah,4,0,14,3,3.50,14,1,0,0,0,5
Gujarat Titans Vs Mumbai Indians,Mumbai Indians,Luke Wood,2,0,25,0,12.50,4,3,1,1,1,5
Gujarat Titans Vs Mumbai Indians,Mumbai Indians,Hardik Pandya,3,0,30,0,10.00,5,5,0,0,0,5
Punjab Kings Vs Royal Challengers Bengaluru,Punjab Kings,Rahul Chahar,1,0,16,0,16.00,1,0,2,0,0,6
Punjab Kings Vs Royal Challengers Bengaluru,Punjab Kings,Harshal Patel,4,0,45,1,11.25,6,4,2,3,0,6
Punjab Kings Vs Royal Challengers Bengaluru,Punjab Kings,Harpreet Brar,4,0,13,2,3.25,12,0,0,0,0,6
Punjab Kings Vs Royal Challengers Bengaluru,Punjab Kings,Kagiso Rabada,4,0,23,2,5.75,13,3,0,1,0,6
Punjab Kings Vs Royal Challengers Bengaluru,Punjab Kings,Arshdeep Singh,3.2,0,40,0,12.00,9,5,2,3,0,6
Punjab Kings Vs Royal Challengers Bengaluru,Punjab Kings,Sam Curran,3,0,30,1,10.00,7,6,0,0,0,6
Punjab Kings Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,Glenn Maxwell,3,0,29,2,9.66,6,2,2,0,0,6
Punjab Kings Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,Mayank Dagar,3,0,34,0,11.33,4,1,3,0,0,6
Punjab Kings Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,Cameron Green,2,0,19,0,9.50,3,1,1,1,0,6
Punjab Kings Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,Alzarri Joseph,4,0,43,1,10.75,8,4,2,2,0,6
Punjab Kings Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,Yash Dayal,4,0,23,1,5.75,13,3,0,2,0,6
Punjab Kings Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,Mohammed Siraj,4,0,26,2,6.50,12,4,0,0,0,6
Chennai Super Kings Vs Gujarat Titans,Chennai Super Kings,Matheesha Pathirana,4,0,29,1,7.25,13,2,1,4,0,7
Chennai Super Kings Vs Gujarat Titans,Chennai Super Kings,Daryl Mitchell,2,0,18,1,9.00,2,2,0,1,0,7
Chennai Super Kings Vs Gujarat Titans,Chennai Super Kings,Ravindra Jadeja,2,0,15,0,7.50,2,1,0,0,0,7
Chennai Super Kings Vs Gujarat Titans,Chennai Super Kings,Tushar Deshpande,4,0,21,2,5.25,12,1,1,0,0,7
Chennai Super Kings Vs Gujarat Titans,Chennai Super Kings,Mustafizur Rahman,4,0,30,2,7.50,10,5,0,0,0,7
Chennai Super Kings Vs Gujarat Titans,Chennai Super Kings,Deepak Chahar,4,0,28,2,7.00,11,2,1,3,0,7
Chennai Super Kings Vs Gujarat Titans,Gujarat Titans,Mohit Sharma,4,0,36,1,9.00,4,2,1,1,0,7
Chennai Super Kings Vs Gujarat Titans,Gujarat Titans,Spencer Johnson,4,0,35,1,8.75,8,3,2,0,0,7
Chennai Super Kings Vs Gujarat Titans,Gujarat Titans,Sai Kishore,3,0,28,1,9.33,6,0,2,2,0,7
Chennai Super Kings Vs Gujarat Titans,Gujarat Titans,Rashid Khan,4,0,49,2,12.25,4,4,3,0,0,7
Chennai Super Kings Vs Gujarat Titans,Gujarat Titans,Umesh Yadav,2,0,27,0,13.50,5,3,2,1,0,7
Chennai Super Kings Vs Gujarat Titans,Gujarat Titans,Azmatullah Omarzai,3,0,30,0,10.00,7,4,1,1,0,7
Sunrisers Hyderabad Vs Mumbai Indians,Sunrisers Hyderabad,Mayank Markande,4,0,52,0,13.00,5,3,4,1,1,8
Sunrisers Hyderabad Vs Mumbai Indians,Sunrisers Hyderabad,Umran Malik,1,0,15,0,15.00,2,0,2,1,0,8
Sunrisers Hyderabad Vs Mumbai Indians,Sunrisers Hyderabad,Pat Cummins,4,0,35,2,8.75,7,1,2,1,0,8
Sunrisers Hyderabad Vs Mumbai Indians,Sunrisers Hyderabad,Shahbaz Ahmed,3,0,39,1,13.00,5,1,4,0,0,8
Sunrisers Hyderabad Vs Mumbai Indians,Sunrisers Hyderabad,Jaydev Unadkat,4,0,47,2,11.75,6,4,3,2,0,8
Sunrisers Hyderabad Vs Mumbai Indians,Sunrisers Hyderabad,Bhuvneshwar Kumar,4,0,53,0,13.25,7,3,5,0,0,8
Sunrisers Hyderabad Vs Mumbai Indians,Mumbai Indians,Shams Mulani,2,0,33,0,16.50,1,1,3,2,0,8
Sunrisers Hyderabad Vs Mumbai Indians,Mumbai Indians,Piyush Chawla,2,0,34,1,17.00,1,0,4,0,0,8
Sunrisers Hyderabad Vs Mumbai Indians,Mumbai Indians,Gerald Coetzee,4,0,57,1,14.25,3,4,3,2,1,8
Sunrisers Hyderabad Vs Mumbai Indians,Mumbai Indians,Jasprit Bumrah,4,0,36,0,9.00,4,2,1,1,1,8
Sunrisers Hyderabad Vs Mumbai Indians,Mumbai Indians,Hardik Pandya,4,0,46,1,11.50,5,5,2,0,0,8
Sunrisers Hyderabad Vs Mumbai Indians,Mumbai Indians,Kwena Maphaka,4,0,66,0,16.50,7,7,5,3,0,8
Rajasthan Royals Vs Delhi Capitals,Rajasthan Royals,Sandeep Sharma,4,0,36,0,9.00,3,2,1,2,0,9
Rajasthan Royals Vs Delhi Capitals,Rajasthan Royals,Yuzvendra Chahal,3,0,19,2,6.33,7,0,1,0,0,9
Rajasthan Royals Vs Delhi Capitals,Rajasthan Royals,Avesh Khan,4,0,29,1,7.25,8,4,0,1,0,9
Rajasthan Royals Vs Delhi Capitals,Rajasthan Royals,Ravichandran Ashwin,3,0,30,0,10.00,4,1,2,1,0,9
Rajasthan Royals Vs Delhi Capitals,Rajasthan Royals,Nandre Burger,3,0,29,2,9.66,9,5,1,0,0,9
Rajasthan Royals Vs Delhi Capitals,Rajasthan Royals,Trent Boult,3,0,29,0,9.66,8,3,2,0,0,9
Rajasthan Royals Vs Delhi Capitals,Delhi Capitals,Kuldeep Yadav,4,0,41,1,10.25,5,1,3,2,0,9
Rajasthan Royals Vs Delhi Capitals,Delhi Capitals,Axar Patel,4,0,21,1,5.25,6,1,0,0,0,9
Rajasthan Royals Vs Delhi Capitals,Delhi Capitals,Anrich Nortje,4,0,48,1,12.00,8,4,4,0,0,9
Rajasthan Royals Vs Delhi Capitals,Delhi Capitals,Mukesh Kumar,4,0,49,1,12.25,8,7,2,1,0,9
Rajasthan Royals Vs Delhi Capitals,Delhi Capitals,Khaleel Ahmed,4,0,24,1,6.00,14,2,1,2,0,9
Royal Challengers Bengaluru Vs Kolkata Knight Riders,Royal Challengers Bengaluru,Cameron Green,1,0,7,0,7.00,2,1,0,0,0,10
Royal Challengers Bengaluru Vs Kolkata Knight Riders,Royal Challengers Bengaluru,Vijaykumar Vyshak,4,0,23,1,5.75,6,1,0,0,0,10
Royal Challengers Bengaluru Vs Kolkata Knight Riders,Royal Challengers Bengaluru,Mayank Dagar,2.5,0,23,1,8.11,6,0,2,0,0,10
Royal Challengers Bengaluru Vs Kolkata Knight Riders,Royal Challengers Bengaluru,Alzarri Joseph,2,0,34,0,17.00,5,2,4,0,0,10
Royal Challengers Bengaluru Vs Kolkata Knight Riders,Royal Challengers Bengaluru,Yash Dayal,4,0,46,1,11.50,8,4,2,2,0,10
Royal Challengers Bengaluru Vs Kolkata Knight Riders,Royal Challengers Bengaluru,Mohammed Siraj,3,0,46,0,15.33,3,1,5,2,0,10
Royal Challengers Bengaluru Vs Kolkata Knight Riders,Kolkata Knight Riders,Varun Chakravarthy,2,0,20,0,10.00,3,2,1,0,0,10
Royal Challengers Bengaluru Vs Kolkata Knight Riders,Kolkata Knight Riders,Andre Russell,4,0,29,2,7.25,12,0,3,1,0,10
Royal Challengers Bengaluru Vs Kolkata Knight Riders,Kolkata Knight Riders,Sunil Narine,4,0,40,1,10.00,6,3,2,0,0,10
Royal Challengers Bengaluru Vs Kolkata Knight Riders,Kolkata Knight Riders,Anukul Roy,2,0,6,0,3.00,7,0,0,0,0,10
Royal Challengers Bengaluru Vs Kolkata Knight Riders,Kolkata Knight Riders,Harshit Rana,4,0,39,2,9.75,6,2,2,1,0,10
Royal Challengers Bengaluru Vs Kolkata Knight Riders,Kolkata Knight Riders,Mitchell Starc,4,0,47,0,11.75,7,4,3,1,0,10
Lucknow Super Giants Vs Punjab Kings,Lucknow Super Giants,Mayank Yadav,4,0,27,3,6.75,12,3,1,0,0,11
Lucknow Super Giants Vs Punjab Kings,Lucknow Super Giants,Ravi Bishnoi,3,0,25,0,8.33,7,1,2,0,0,11
Lucknow Super Giants Vs Punjab Kings,Lucknow Super Giants,Krunal Pandya,3,0,26,0,8.66,5,1,2,0,0,11
Lucknow Super Giants Vs Punjab Kings,Lucknow Super Giants,Mohsin Khan,4,0,34,2,8.50,10,3,2,1,0,11
Lucknow Super Giants Vs Punjab Kings,Lucknow Super Giants,Naveen-ul-Haq,4,0,43,0,10.75,5,4,2,1,0,11
Lucknow Super Giants Vs Punjab Kings,Lucknow Super Giants,Manimaran Siddharth,2,0,21,0,10.50,5,3,1,0,0,11
Lucknow Super Giants Vs Punjab Kings,Punjab Kings,Harshal Patel,4,0,45,0,11.25,6,5,1,4,0,11
Lucknow Super Giants Vs Punjab Kings,Punjab Kings,Harpreet Brar,2,0,14,0,7.00,4,0,1,0,0,11
Lucknow Super Giants Vs Punjab Kings,Punjab Kings,Rahul Chahar,3,0,42,1,14.00,1,1,4,0,0,11
Lucknow Super Giants Vs Punjab Kings,Punjab Kings,Kagiso Rabada,4,0,38,1,9.50,10,4,2,0,0,11
Lucknow Super Giants Vs Punjab Kings,Punjab Kings,Arshdeep Singh,3,0,30,2,10.00,5,3,1,1,0,11
Lucknow Super Giants Vs Punjab Kings,Punjab Kings,Sam Curran,4,0,28,3,7.00,10,2,1,0,0,11
Sunrisers Hyderabad Vs Gujarat Titans,Sunrisers Hyderabad,Pat Cummins,4,0,28,1,7.00,7,3,0,1,0,12
Sunrisers Hyderabad Vs Gujarat Titans,Sunrisers Hyderabad,Mayank Markande,3,0,33,1,11.00,4,2,2,2,0,12
Sunrisers Hyderabad Vs Gujarat Titans,Sunrisers Hyderabad,Washington Sundar,3,0,27,0,9.00,1,2,0,0,0,12
Sunrisers Hyderabad Vs Gujarat Titans,Sunrisers Hyderabad,Jaydev Unadkat,3.1,0,33,0,10.42,5,3,2,0,0,12
Sunrisers Hyderabad Vs Gujarat Titans,Sunrisers Hyderabad,Shahbaz Ahmed,2,0,20,1,10.00,2,0,2,0,0,12
Sunrisers Hyderabad Vs Gujarat Titans,Sunrisers Hyderabad,Bhuvneshwar Kumar,4,0,27,0,6.75,9,3,0,1,0,12
Sunrisers Hyderabad Vs Gujarat Titans,Gujarat Titans,Darshan Nalkande,2,0,18,0,9.00,2,0,1,1,0,12
Sunrisers Hyderabad Vs Gujarat Titans,Gujarat Titans,Mohit Sharma,4,0,25,3,6.25,6,0,1,0,0,12
Sunrisers Hyderabad Vs Gujarat Titans,Gujarat Titans,Noor Ahmad,4,0,32,1,8.00,10,2,2,0,0,12
Sunrisers Hyderabad Vs Gujarat Titans,Gujarat Titans,Rashid Khan,4,0,33,1,8.25,7,1,2,0,0,12
Sunrisers Hyderabad Vs Gujarat Titans,Gujarat Titans,Umesh Yadav,3,0,28,1,9.33,8,5,0,0,0,12
Sunrisers Hyderabad Vs Gujarat Titans,Gujarat Titans,Azmatullah Omarzai,3,0,24,1,8.00,9,4,0,1,0,12
Delhi Capitals Vs Chennai Super Kings,Delhi Capitals,Mukesh Kumar,3,0,21,3,7.00,8,3,0,1,0,13
Delhi Capitals Vs Chennai Super Kings,Delhi Capitals,Mitchell Marsh,1,0,14,0,14.00,0,2,0,1,0,13
Delhi Capitals Vs Chennai Super Kings,Delhi Capitals,Rasikh Salam,2,0,25,0,12.50,2,1,2,0,0,13
Delhi Capitals Vs Chennai Super Kings,Delhi Capitals,Axar Patel,3,0,20,1,6.66,5,0,1,0,0,13
Delhi Capitals Vs Chennai Super Kings,Delhi Capitals,Anrich Nortje,4,0,43,0,10.75,7,3,3,1,0,13
Delhi Capitals Vs Chennai Super Kings,Delhi Capitals,Ishant Sharma,3,0,23,0,7.66,7,3,0,1,1,13
Delhi Capitals Vs Chennai Super Kings,Delhi Capitals,Khaleel Ahmed,4,1,21,2,5.25,15,1,1,4,0,13
Delhi Capitals Vs Chennai Super Kings,Chennai Super Kings,Matheesha Pathirana,4,0,31,3,7.75,10,3,1,2,0,13
Delhi Capitals Vs Chennai Super Kings,Chennai Super Kings,Ravindra Jadeja,4,0,43,1,10.75,5,1,4,0,0,13
Delhi Capitals Vs Chennai Super Kings,Chennai Super Kings,Mustafizur Rahman,4,0,47,1,11.75,5,6,1,1,2,13
Delhi Capitals Vs Chennai Super Kings,Chennai Super Kings,Tushar Deshpande,4,0,24,0,6.00,12,3,0,2,0,13
Delhi Capitals Vs Chennai Super Kings,Chennai Super Kings,Deepak Chahar,4,0,42,0,10.50,9,3,3,0,0,13
Mumbai Indians Vs Rajasthan Royals,Mumbai Indians,Piyush Chawla,3,0,18,0,6.00,6,0,1,0,0,14
Mumbai Indians Vs Rajasthan Royals,Mumbai Indians,Gerald Coetzee,2.3,0,36,0,14.40,5,5,2,0,0,14
Mumbai Indians Vs Rajasthan Royals,Mumbai Indians,Akash Madhwal,4,0,20,3,5.00,9,1,0,1,0,14
Mumbai Indians Vs Rajasthan Royals,Mumbai Indians,Jasprit Bumrah,4,0,26,0,6.50,16,3,0,5,0,14
Mumbai Indians Vs Rajasthan Royals,Mumbai Indians,Kwena Maphaka,2,0,23,1,11.50,5,5,0,0,0,14
Mumbai Indians Vs Rajasthan Royals,Rajasthan Royals,Ravichandran Ashwin,4,0,27,0,6.75,6,1,0,1,0,14
Mumbai Indians Vs Rajasthan Royals,Rajasthan Royals,Yuzvendra Chahal,4,0,11,3,2.75,16,1,0,0,0,14
Mumbai Indians Vs Rajasthan Royals,Rajasthan Royals,Avesh Khan,4,0,30,1,7.50,10,2,1,1,0,14
Mumbai Indians Vs Rajasthan Royals,Rajasthan Royals,Nandre Burger,4,0,32,2,8.00,15,5,1,1,0,14
Mumbai Indians Vs Rajasthan Royals,Rajasthan Royals,Trent Boult,4,0,22,3,5.50,14,1,1,1,0,14
Lucknow Super Giants Vs Royal Challengers Bengaluru,Lucknow Super Giants,Marcus Stoinis,1,0,9,1,9.00,3,0,0,1,0,15
Lucknow Super Giants Vs Royal Challengers Bengaluru,Lucknow Super Giants,Yash Thakur,4,0,38,1,9.50,7,2,3,0,0,15
Lucknow Super Giants Vs Royal Challengers Bengaluru,Lucknow Super Giants,Ravi Bishnoi,3,0,33,0,11.00,6,1,3,2,0,15
Lucknow Super Giants Vs Royal Challengers Bengaluru,Lucknow Super Giants,Mayank Yadav,4,0,14,3,3.50,17,2,0,0,0,15
Lucknow Super Giants Vs Royal Challengers Bengaluru,Lucknow Super Giants,Naveen-ul-Haq,3.4,0,25,2,6.81,14,2,2,1,0,15
Lucknow Super Giants Vs Royal Challengers Bengaluru,Lucknow Super Giants,Krunal Pandya,1,0,10,0,10.00,0,1,0,0,0,15
